content_raw,headers_raw,title,year,content_text,headers_text
"<div class=""presentation-description"">Fuzzy Searching or approximate string matching is powerful because often text data is messy. For example, shorthand and abbreviated text are common in various data sets. In addition, outputs from OCR or voice to text conversions tend to be messy or imperfect. Thus, we want to be able to make the most of our data by extrapolating as much information as possible. 

In this talk, we will explore the various approaches used in fuzzy string matching and demonstrate how they can be used as a feature in a model or a component in your python code. We will dive deep into the approaches of different algorithms such as Soundex, Trigram/n-gram search, and Levenshtein distances and what the best use cases are. We will also discuss situations where itâs important to take into account the meaning or intent of a word and demonstrate approaches for measuring semantic similarity using nltk and word2vec. Furthermore, we will demonstrate via live coding how to implement some of these fuzzy search algorithms using python and/or built-in fuzzy search functions within PostgreSQL.

</div>","<p>
<b>
        Jiaqi Liu
        
      </b>
<br/>
<b>
        Saturday
        5:10 p.m.–5:40 p.m.
        in
        Oregon Ballroom 203â204
      </b>
</p>","<a href=""/2017/schedule/presentation/689/"" id=""presentation-689"">
        Fuzzy Search Algorithms: How and When to Use Them
      </a>",2017,"Fuzzy Searching or approximate string matching is powerful because often text data is messy. For example, shorthand and abbreviated text are common in various data sets. In addition, outputs from OCR or voice to text conversions tend to be messy or imperfect. Thus, we want to be able to make the most of our data by extrapolating as much information as possible. 

In this talk, we will explore the various approaches used in fuzzy string matching and demonstrate how they can be used as a feature in a model or a component in your python code. We will dive deep into the approaches of different algorithms such as Soundex, Trigram/n-gram search, and Levenshtein distances and what the best use cases are. We will also discuss situations where it’s important to take into account the meaning or intent of a word and demonstrate approaches for measuring semantic similarity using nltk and word2vec. Furthermore, we will demonstrate via live coding how to implement some of these fuzzy search algorithms using python and/or built-in fuzzy search functions within PostgreSQL.",Jiaqi Liu Saturday 5:10 p.m.5:40 p.m. in Oregon Ballroom 203204
"<div class=""presentation-description"">Do you love literature and programming? Have you ever been curious about what the heck âDigital Humanitiesâ are? Join us for a quick survey of whatâs going on in this growing field and learn about a specific project, âGothic Colorsâ where we set out to enumerate and analyze color references and mood in 19th century Gothic novels, using Python and a couple of popular libraries.

</div>","<p>
<b>
        Eleanor Stribling, Caroline Winter
        
      </b>
<br/>
<b>
        Sunday
        2:30 p.m.–3 p.m.
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/658/"" id=""presentation-658"">
        Gothic Colors: Using Python to understand color in nineteenth-century literature
      </a>",2017,"Do you love literature and programming? Have you ever been curious about what the heck ’Digital Humanities’ are? Join us for a quick survey of what’s going on in this growing field and learn about a specific project, ’Gothic Colors’ where we set out to enumerate and analyze color references and mood in 19th century Gothic novels, using Python and a couple of popular libraries.","Eleanor Stribling, Caroline Winter Sunday 2:30 p.m.3 p.m. in Portland Ballroom 254255"
"<div class=""presentation-description"">I wrote Python for years while holding mistaken notions about the Global Interpreter Lock, and I've met others in the same boat. The GIL's effect is simply this: only one thread can execute Python code at a time, while N other threads sleep or await network I/O. Let's read CPython interpreter source and try some examples to grok the GIL, and learn to write fast and thread-safe Python.</div>","<p>
<b>
        A. Jesse Jiryu Davis
        
      </b>
<br/>
<b>
        Friday
        12:10 p.m.–12:55 p.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/320/"" id=""presentation-320"">
        Grok the GIL: Write Fast And Thread-Safe Python
      </a>",2017,"I wrote Python for years while holding mistaken notions about the Global Interpreter Lock, and I’ve met others in the same boat. The GIL’s effect is simply this: only one thread can execute Python code at a time, while N other threads sleep or await network I/O. Let’s read CPython interpreter source and try some examples to grok the GIL, and learn to write fast and thread-safe Python.",A. Jesse Jiryu Davis Friday 12:10 p.m.12:55 p.m. in Oregon Ballroom 201202
"<div class=""presentation-description"">Modern cars are networks of computers, and a high end vehicle could have nearly 100 different computers inside. These devices control everything from the engine to the airbags. By understanding how these systems work, we can interface with vehicles to read data, perform diagnostics, and even modify operation.

In this talk, we'll discuss pyvit, the Python Vehicle Interface Toolkit. This library, combined with some open source hardware, allows developers to talk to automotive controllers from Python. 

We will begin with an introduction to automotive networks, to provide a basis for understanding the tools. Next, we will look at the tools and show the basics of using them. Finally, we'll discuss real world applications of these tools, and how they're being used in the automotive world today.</div>","<p>
<b>
        Eric Evenchick
        
      </b>
<br/>
<b>
        Sunday
        2:30 p.m.–3 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/470/"" id=""presentation-470"">
        Hacking Cars with Python
      </a>",2017,"Modern cars are networks of computers, and a high end vehicle could have nearly 100 different computers inside. These devices control everything from the engine to the airbags. By understanding how these systems work, we can interface with vehicles to read data, perform diagnostics, and even modify operation.

In this talk, we’ll discuss pyvit, the Python Vehicle Interface Toolkit. This library, combined with some open source hardware, allows developers to talk to automotive controllers from Python. 

We will begin with an introduction to automotive networks, to provide a basis for understanding the tools. Next, we will look at the tools and show the basics of using them. Finally, we’ll discuss real world applications of these tools, and how they’re being used in the automotive world today.",Eric Evenchick Sunday 2:30 p.m.3 p.m. in Portland Ballroom 252253
"<div class=""presentation-description"">Do you feel like using your superpowers as a developer to bring the games of your childhood into the future with the power of the Internet? In this live coded journey, we'll build an SMS powered ""Game Genie"" allowing the audience to send text messages to manipulate the Nintendo games being played in real time. This will involve working with Flask, the Twilio API, the FCEUX NES emulator and how to bridge them with quick Lua scripts.</div>","<p>
<b>
        Sam Agnew
        
      </b>
<br/>
<b>
        Sunday
        1:10 p.m.–1:40 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/732/"" id=""presentation-732"">
        Hacking Classic Nintendo Games with Python
      </a>",2017,"Do you feel like using your superpowers as a developer to bring the games of your childhood into the future with the power of the Internet? In this live coded journey, we’ll build an SMS powered ""Game Genie"" allowing the audience to send text messages to manipulate the Nintendo games being played in real time. This will involve working with Flask, the Twilio API, the FCEUX NES emulator and how to bridge them with quick Lua scripts.",Sam Agnew Sunday 1:10 p.m.1:40 p.m. in Portland Ballroom 252253
"<div class=""presentation-description"">Nearly everyone (especially in the Python community) agrees that good documentation is important to the success of software projects, and yet very few projects actually have good documentation.

Often, it's _not for want of effort_ - the project's developers have worked hard on it - _nor for lack of documentation_ - the authors have produced a lot of it. 

_It simply turns out to be not very good_ - not helpful enough for the users who should be able to rely on it, and a depressing chore for the authors who have to maintain it.

The good news is that both these problems can be solved by understanding _how documentation works_, and what its different functions are. Structuring documentation according to those distinct functions helps ensure that each of them is adequately served. It also makes it far easier to write and maintain.

Using real-life examples I'll draw out the key functions of documentation, and how they map onto different ways of writing it. Putting this into practice is simple when armed with some basic guidelines. The benefits are huge, and available with a minimum of effort.

I won't be discussing documentation tools or software or other topics that have been covered amply elsewhere, but some neglected aspects of software documentation that **will make your software projects more successful**.</div>","<p>
<b>
        Daniele Procida
        
      </b>
<br/>
<b>
        Saturday
        11:30 a.m.–noon
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/647/"" id=""presentation-647"">
        How documentation works, and how to make it work for your project
      </a>",2017,"Nearly everyone (especially in the Python community) agrees that good documentation is important to the success of software projects, and yet very few projects actually have good documentation.

Often, it’s _not for want of effort_ - the project’s developers have worked hard on it - _nor for lack of documentation_ - the authors have produced a lot of it. 

_It simply turns out to be not very good_ - not helpful enough for the users who should be able to rely on it, and a depressing chore for the authors who have to maintain it.

The good news is that both these problems can be solved by understanding _how documentation works_, and what its different functions are. Structuring documentation according to those distinct functions helps ensure that each of them is adequately served. It also makes it far easier to write and maintain.

Using real-life examples I’ll draw out the key functions of documentation, and how they map onto different ways of writing it. Putting this into practice is simple when armed with some basic guidelines. The benefits are huge, and available with a minimum of effort.

I won’t be discussing documentation tools or software or other topics that have been covered amply elsewhere, but some neglected aspects of software documentation that **will make your software projects more successful**.",Daniele Procida Saturday 11:30 a.m.noon in Portland Ballroom 254255
"<div class=""presentation-description"">It's not easy to write libraries with great APIs. We're aware of that. However, it's not always clear how we can follow abstract ideals like elegance, simplicity, and extensibility to improve our APIs. That's why in this talk we'll discuss good and bad APIs with real-world examples. For each thing learned, we'll come up with a checklist to help us with practical advice for writing good APIs.
</div>","<p>
<b>
        FlÃ¡vio Juvenal
        
      </b>
<br/>
<b>
        Saturday
        2:35 p.m.–3:05 p.m.
        in
        Oregon Ballroom 203â204
      </b>
</p>","<a href=""/2017/schedule/presentation/49/"" id=""presentation-49"">
        How to make a good library API
      </a>",2017,"It’s not easy to write libraries with great APIs. We’re aware of that. However, it’s not always clear how we can follow abstract ideals like elegance, simplicity, and extensibility to improve our APIs. That’s why in this talk we’ll discuss good and bad APIs with real-world examples. For each thing learned, we’ll come up with a checklist to help us with practical advice for writing good APIs.",Flvio Juvenal Saturday 2:35 p.m.3:05 p.m. in Oregon Ballroom 203204
"<div class=""presentation-description"">We all know Python is a powerful and expressive programming language. What you may not know is how much of the internals of Python itself is exposed for you to use and manipulate.

In this talk, you'll be introduced to the tools and libraries Python provides to manipulate the compilation and execution of Python code. You will also see how you can use those tools to target execution environments other than the CPython virtual machine.
</div>","<p>
<b>
        Russell Keith-Magee
        
      </b>
<br/>
<b>
        Saturday
        1:55 p.m.–2:25 p.m.
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/410/"" id=""presentation-410"">
        How to write a Python transpiler
      </a>",2017,"We all know Python is a powerful and expressive programming language. What you may not know is how much of the internals of Python itself is exposed for you to use and manipulate.

In this talk, you’ll be introduced to the tools and libraries Python provides to manipulate the compilation and execution of Python code. You will also see how you can use those tools to target execution environments other than the CPython virtual machine.",Russell Keith-Magee Saturday 1:55 p.m.2:25 p.m. in Portland Ballroom 254255
"<div class=""presentation-description"">Over the last several years, Python developers interested in data science and analytics have acquired a variety of tools and libraries that aim to facilitate analytical processes. Libraries such as Pandas, Statsmodels, Scikit-learn, Matplotlib, Seaborn, and Yellowbrick have made tasks such as data wrangling, statistical modeling, machine learning, and data visualization much quicker and easier. They have accomplished this by automating and abstracting away some of the more tedious, repetitive processes involved with analyzing and modeling data. 

Over the next few years, we are sure to witness the introduction of new tools that are increasingly intelligent and have the ability to automate more complex analytical processes. However, as we begin using these tools (and developing new ones), we should strongly consider the level of automation that is most appropriate for each case. Some analytical processes are technically difficult to automate, and therefore require large degrees of human steering. Others are relatively easy to automate but perhaps should not be due to the unpredictability of results or outputs requiring a level of compassionate decision-making that machines simply donât possess. Such processes would benefit greatly from the collaboration between automated machine tasks and uniquely human ones. After all, it is often systems that utilize a combination of both human and machine intelligence that achieve better results than either could on their own. 

In this talk, we will discuss human-machine collaboration as it applies to analyzing data with Python. We will review a framework for exploratory data analysis with the goal of identifying which tasks should be automated, which tasks should not, and which tasks would benefit from a more interactive, symbiotic, and collaborative process between the human and the machine. We will explore Python libraries that we can use to build tools that allow us to perform different types of analysis. Weâll also introduce the Cultivar project, an example of a hybrid analytics tool that combines a Django framework with Javascript visualizations and Celery for task management to facilitate more efficient and effective human-machine systems for data analysis. 
</div>","<p>
<b>
        Tony Ojeda
        
      </b>
<br/>
<b>
        Saturday
        2:35 p.m.–3:05 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/560/"" id=""presentation-560"">
        Human-Machine Collaboration for Improved Analytical Processes
      </a>",2017,"Over the last several years, Python developers interested in data science and analytics have acquired a variety of tools and libraries that aim to facilitate analytical processes. Libraries such as Pandas, Statsmodels, Scikit-learn, Matplotlib, Seaborn, and Yellowbrick have made tasks such as data wrangling, statistical modeling, machine learning, and data visualization much quicker and easier. They have accomplished this by automating and abstracting away some of the more tedious, repetitive processes involved with analyzing and modeling data. 

Over the next few years, we are sure to witness the introduction of new tools that are increasingly intelligent and have the ability to automate more complex analytical processes. However, as we begin using these tools (and developing new ones), we should strongly consider the level of automation that is most appropriate for each case. Some analytical processes are technically difficult to automate, and therefore require large degrees of human steering. Others are relatively easy to automate but perhaps should not be due to the unpredictability of results or outputs requiring a level of compassionate decision-making that machines simply don’t possess. Such processes would benefit greatly from the collaboration between automated machine tasks and uniquely human ones. After all, it is often systems that utilize a combination of both human and machine intelligence that achieve better results than either could on their own. 

In this talk, we will discuss human-machine collaboration as it applies to analyzing data with Python. We will review a framework for exploratory data analysis with the goal of identifying which tasks should be automated, which tasks should not, and which tasks would benefit from a more interactive, symbiotic, and collaborative process between the human and the machine. We will explore Python libraries that we can use to build tools that allow us to perform different types of analysis. We’ll also introduce the Cultivar project, an example of a hybrid analytics tool that combines a Django framework with Javascript visualizations and Celery for task management to facilitate more efficient and effective human-machine systems for data analysis.",Tony Ojeda Saturday 2:35 p.m.3:05 p.m. in Portland Ballroom 252253
"<div class=""presentation-description"">Python has a great reputation as a cross-platform language, which for many people means different varieties of Linux. But a huge number of Python users are running on Windows - a fundamentally different operating system where things do not always work the same. However, Python has always worked incredibly well across different platforms including Windows, going to great lengths to support and expose the platform without making development more complex. In this session, CPython core developer and Microsoft engineer Steve Dower will discuss some of the reasons why cross-platform support is not an accident, and how Python 3.6 makes it even easier to support both Windows and Linux.</div>","<p>
<b>
        Steve Dower
        
      </b>
<br/>
<b>
        Friday
        3:15 p.m.–4 p.m.
        in
        Portland Ballroom 251 &amp; 258
      </b>
</p>","<a href=""/2017/schedule/presentation/281/"" id=""presentation-281"">
        I Installed Python 3.6 on Windows and I Liked It
      </a>",2017,"Python has a great reputation as a cross-platform language, which for many people means different varieties of Linux. But a huge number of Python users are running on Windows - a fundamentally different operating system where things do not always work the same. However, Python has always worked incredibly well across different platforms including Windows, going to great lengths to support and expose the platform without making development more complex. In this session, CPython core developer and Microsoft engineer Steve Dower will discuss some of the reasons why cross-platform support is not an accident, and how Python 3.6 makes it even easier to support both Windows and Linux.",Steve Dower Friday 3:15 p.m.4 p.m. in Portland Ballroom 251 & 258
"<div class=""presentation-description"">The world of Haskell and functional programming may seem like a distant place to many working Python developers, but some of the techniques used there are remarkably useful when developing in Python.

In this talk, I will cover some of the pitfalls of mutability that you may run into while writing Python programs, and some tools and techniques that Python has built in that will let you avoid them. You'll see namedtuples, enums and properties, and also some patterns for structuring immutable programs that will make them easier to build, extend, and test.
</div>","<p>
<b>
        Calen Pennington
        
      </b>
<br/>
<b>
        Friday
        11:30 a.m.–noon
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/729/"" id=""presentation-729"">
        Immutable Programming - Writing Functional Python
      </a>",2017,"The world of Haskell and functional programming may seem like a distant place to many working Python developers, but some of the techniques used there are remarkably useful when developing in Python.

In this talk, I will cover some of the pitfalls of mutability that you may run into while writing Python programs, and some tools and techniques that Python has built in that will let you avoid them. You’ll see namedtuples, enums and properties, and also some patterns for structuring immutable programs that will make them easier to build, extend, and test.",Calen Pennington Friday 11:30 a.m.noon in Portland Ballroom 254255
"<div class=""presentation-description"">When writing an application, it is common to want to do many things at once. For web servers, this is serve multiple web requests, for GUI applications it's doing a background task whilst keeping the UI responsive. But how do we actually do that? This talk will go into how concurrency and parallelism work from the CPU, OS, and threads up, how state (data) is shared between them, and how this interacts with the functions that you, the programmer, write, and how you can write properly behaving concurrent or parallel software.</div>","<p>
<b>
        Amber Brown
        
      </b>
<br/>
<b>
        Friday
        1:40 p.m.–2:25 p.m.
        in
        Oregon Ballroom 203â204
      </b>
</p>","<a href=""/2017/schedule/presentation/443/"" id=""presentation-443"">
        Implementing Concurrency and Parallelism From The Ground Up
      </a>",2017,"When writing an application, it is common to want to do many things at once. For web servers, this is serve multiple web requests, for GUI applications it’s doing a background task whilst keeping the UI responsive. But how do we actually do that? This talk will go into how concurrency and parallelism work from the CPU, OS, and threads up, how state (data) is shared between them, and how this interacts with the functions that you, the programmer, write, and how you can write properly behaving concurrent or parallel software.",Amber Brown Friday 1:40 p.m.2:25 p.m. in Oregon Ballroom 203204
"<div class=""presentation-description"">As we all know, we should write testable code, and automated tests.  But as we also know, no test plan survives contact with the real world.  Complex, distributed systems fail in complex, distributed ways, and even the simplest web app today is a complex distributed system.  So, as our code accrues little fixes to bugs that only show up in production, our test suites eventually either become slow integration testing monstrosities that are ""realistic"" but flaky and unreliable, or useless piles of mocks which are fast and deterministic but don't give you confidence.

In this talk, we'll explore how to leverage event-driven programming, or ""async I/O"", to structure code in such a way that its tests are fast, realistic, and reliable, even in the face of horrible race-conditions you only discover in production.
</div>","<p>
<b>
        Glyph
        
      </b>
<br/>
<b>
        Friday
        10:50 a.m.–11:20 a.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/760/"" id=""presentation-760"">
        In-Memory Event Resequencing: Realistic Testing For Impossible Bugs
      </a>",2017,"As we all know, we should write testable code, and automated tests.  But as we also know, no test plan survives contact with the real world.  Complex, distributed systems fail in complex, distributed ways, and even the simplest web app today is a complex distributed system.  So, as our code accrues little fixes to bugs that only show up in production, our test suites eventually either become slow integration testing monstrosities that are ""realistic"" but flaky and unreliable, or useless piles of mocks which are fast and deterministic but don’t give you confidence.

In this talk, we’ll explore how to leverage event-driven programming, or ""async I/O"", to structure code in such a way that its tests are fast, realistic, and reliable, even in the face of horrible race-conditions you only discover in production.",Glyph Friday 10:50 a.m.11:20 a.m. in Portland Ballroom 252253
"<div class=""presentation-description"">Images tell stories, and we love Instagram filters because they give emotion to our images. Do you want to explore what makes up Instagram filters? In this talk, we will talk about the basic elements of Instagram filters and implement them in Python. The staple libraries we will use are scikit-image and numpy - matplotlib and jupyter notebooks for plotting and interactivity. In the end, we will implement the (now-defunct) Gotham Instagram filter in 15 lines of Python (not including imports). Throughout the process, there will be many pretty pictures.</div>","<p>
<b>
        Michele Pratusevich
        
      </b>
<br/>
<b>
        Friday
        2:35 p.m.–3:05 p.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/485/"" id=""presentation-485"">
        Instagram Filters in 15 Lines of Python
      </a>",2017,"Images tell stories, and we love Instagram filters because they give emotion to our images. Do you want to explore what makes up Instagram filters? In this talk, we will talk about the basic elements of Instagram filters and implement them in Python. The staple libraries we will use are scikit-image and numpy - matplotlib and jupyter notebooks for plotting and interactivity. In the end, we will implement the (now-defunct) Gotham Instagram filter in 15 lines of Python (not including imports). Throughout the process, there will be many pretty pictures.",Michele Pratusevich Friday 2:35 p.m.3:05 p.m. in Oregon Ballroom 201202
"<div class=""presentation-description"">Are you a website or application developer? Are you worried about security?  Donât know what you need to know, and what you can safely leave to the experts?  Come learn about how to analyze your applicationâs design for potential security flaws, how to think like a security engineer, and see some of the most common pitfalls that programs fall victim to.  In this talk we will work through the process of threat modeling - understanding how your system might get attacked, what its weak points are, and how to defend it.</div>","<p>
<b>
        Ying Li, David Lawrence
        
      </b>
<br/>
<b>
        Friday
        12:10 p.m.–12:55 p.m.
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/661/"" id=""presentation-661"">
        Introduction to Threat Modeling
      </a>",2017,"Are you a website or application developer? Are you worried about security?  Don’t know what you need to know, and what you can safely leave to the experts?  Come learn about how to analyze your application’s design for potential security flaws, how to think like a security engineer, and see some of the most common pitfalls that programs fall victim to.  In this talk we will work through the process of threat modeling - understanding how your system might get attacked, what its weak points are, and how to defend it.","Ying Li, David Lawrence Friday 12:10 p.m.12:55 p.m. in Portland Ballroom 254255"
"<div class=""presentation-description"">Working with time is not a trivial challenge. Python includes a native module in the standard library to work with it but datetime keeps being together with unicode a common source of errors. This often leads to the widespread of many other libraries in the attempt of easing the work of working with datetime. Datetime is one of those API that looks easy to use but given the many concepts around time, is it easy to get backfired if the developer has not solid knowledge about the them.

In this talk we will overview the main concepts about timestamps represented through datetime objects, the limitations on the standard library and some simple steps to try to avoid the common mistakes that everyone can fall into.

Naive datetimes (which the datetime API works by default with) are a great tool to represent calendar times, but when talking about timestamps (focus of this talk) timezones is n essential part of it and the datetime module can be tricky to use for that use cases.

We will also speak about different standards of time, time zones, Daylight Saving Times, leap seconds, serialization and datetime arithmetics.

The talk will be focused on giving the foundations that everyone knows to be able to understand and work efficiently and without making painful mistakes when dealing with time related algorithms.</div>","<p>
<b>
        Mario Corchero
        
      </b>
<br/>
<b>
        Saturday
        10:50 a.m.–11:20 a.m.
        in
        Oregon Ballroom 203â204
      </b>
</p>","<a href=""/2017/schedule/presentation/193/"" id=""presentation-193"">
        It's time for datetime
      </a>",2017,"Working with time is not a trivial challenge. Python includes a native module in the standard library to work with it but datetime keeps being together with unicode a common source of errors. This often leads to the widespread of many other libraries in the attempt of easing the work of working with datetime. Datetime is one of those API that looks easy to use but given the many concepts around time, is it easy to get backfired if the developer has not solid knowledge about the them.

In this talk we will overview the main concepts about timestamps represented through datetime objects, the limitations on the standard library and some simple steps to try to avoid the common mistakes that everyone can fall into.

Naive datetimes (which the datetime API works by default with) are a great tool to represent calendar times, but when talking about timestamps (focus of this talk) timezones is n essential part of it and the datetime module can be tricky to use for that use cases.

We will also speak about different standards of time, time zones, Daylight Saving Times, leap seconds, serialization and datetime arithmetics.

The talk will be focused on giving the foundations that everyone knows to be able to understand and work efficiently and without making painful mistakes when dealing with time related algorithms.",Mario Corchero Saturday 10:50 a.m.11:20 a.m. in Oregon Ballroom 203204
"<div class=""presentation-description"">Methods are like functions, but different. How? Why? And what's will having to type ""self"" all the time?

We'll explore partial application of functions and review why it might be nice to start using classes. Then to clarify how method objects work we'll examine the result of accessing the method attributes of an object without calling them. Understanding the behavior we uncover here will require more attribute lookup experiments, which will lead us discover the power of descriptors.

Along the way we'll peek in at other languages' approaches to method binding, hopefully coming to appreciate the way Python does things enough to type ""self"" a few thousand more times.</div>","<p>
<b>
        Thomas Ballinger
        
      </b>
<br/>
<b>
        Saturday
        1:55 p.m.–2:25 p.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/768/"" id=""presentation-768"">
        Know thy self: Methods and method binding
      </a>",2017,"Methods are like functions, but different. How? Why? And what’s will having to type ""self"" all the time?

We’ll explore partial application of functions and review why it might be nice to start using classes. Then to clarify how method objects work we’ll examine the result of accessing the method attributes of an object without calling them. Understanding the behavior we uncover here will require more attribute lookup experiments, which will lead us discover the power of descriptors.

Along the way we’ll peek in at other languages’ approaches to method binding, hopefully coming to appreciate the way Python does things enough to type ""self"" a few thousand more times.",Thomas Ballinger Saturday 1:55 p.m.2:25 p.m. in Oregon Ballroom 201202
"<div class=""presentation-description"">Think there's nothing left to explore in how we design Web API frameworks? Think again.

The author of Django REST framework walks through how we might approach designing a new Python-based API framework from scratch, and looks at how we can start building smarter, more productive API tooling as a result.

You should come away from this talk with a better appreciation of:

* How best to provide API client libraries and API documentation to your users.
* How to build APIs that support both realtime and request/response interfaces.
* How to build APIs that are web-browsable.
* Why you might want to consider taking a schema-first approach to your API design.</div>","<p>
<b>
        Tom Christie
        
      </b>
<br/>
<b>
        Saturday
        12:10 p.m.–12:55 p.m.
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/468/"" id=""presentation-468"">
        Level up! Rethinking the Web API framework.
      </a>",2017,"Think there’s nothing left to explore in how we design Web API frameworks? Think again.

The author of Django REST framework walks through how we might approach designing a new Python-based API framework from scratch, and looks at how we can start building smarter, more productive API tooling as a result.

You should come away from this talk with a better appreciation of:

* How best to provide API client libraries and API documentation to your users.
* How to build APIs that support both realtime and request/response interfaces.
* How to build APIs that are web-browsable.
* Why you might want to consider taking a schema-first approach to your API design.",Tom Christie Saturday 12:10 p.m.12:55 p.m. in Portland Ballroom 254255
"<div class=""presentation-description"">Serverless Architectures that allow us to run python functions in the cloud in an event-driven parallel fashion can be used to create extremely dynamic and powerful data pipelines for use in ETL and data science. Join me for an exploration of how to build data pipelines on Amazon Web Services Lambda with python. We'll cover a single introduction to event-driven programming. Then, we'll walk through building an example pipeline while discussing some of the frameworks and tools that can make building your pipeline easier.  Finally, we'll discuss how to maintain observability on your pipeline to ensure proper performance and troubleshooting information.</div>","<p>
<b>
        Jason Myers
        
      </b>
<br/>
<b>
        Friday
        5:10 p.m.–5:40 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/566/"" id=""presentation-566"">
        Leveraging Serverless Architecture for Powerful Data Pipelines
      </a>",2017,"Serverless Architectures that allow us to run python functions in the cloud in an event-driven parallel fashion can be used to create extremely dynamic and powerful data pipelines for use in ETL and data science. Join me for an exploration of how to build data pipelines on Amazon Web Services Lambda with python. We’ll cover a single introduction to event-driven programming. Then, we’ll walk through building an example pipeline while discussing some of the frameworks and tools that can make building your pipeline easier.  Finally, we’ll discuss how to maintain observability on your pipeline to ensure proper performance and troubleshooting information.",Jason Myers Friday 5:10 p.m.5:40 p.m. in Portland Ballroom 252253
"<div class=""presentation-description"">Complicated libraries can be a pain in the butt to use. It's not surprising that there are a lot of ""X for humans"" libraries out there, some of which are mostly wrappers around more frustrating interfaces.

This is not a theoretical talk. I'll touch upon theory to give you context, but will then talk about what that means for you in practice so that you can write better libraries. I'll talk about why library UX matters, about abstraction as a general concept, about out what happens when you over/under abstract, and about some useful tips to help build friendly APIs. Meanwhile, I'll show some positive examples from libraries we know and love (flask, SQLAlchemy, Requests, etc). Once you recognize these effects in play, you'll be able to apply them to your own code and make life better for everyone!</div>","<p>
<b>
        Mali Akmanalp
        
      </b>
<br/>
<b>
        Saturday
        3:15 p.m.–3:45 p.m.
        in
        Oregon Ballroom 203â204
      </b>
</p>","<a href=""/2017/schedule/presentation/781/"" id=""presentation-781"">
        Library UX: Using abstraction towards friendlier APIs
      </a>",2017,"Complicated libraries can be a pain in the butt to use. It’s not surprising that there are a lot of ""X for humans"" libraries out there, some of which are mostly wrappers around more frustrating interfaces.

This is not a theoretical talk. I’ll touch upon theory to give you context, but will then talk about what that means for you in practice so that you can write better libraries. I’ll talk about why library UX matters, about abstraction as a general concept, about out what happens when you over/under abstract, and about some useful tips to help build friendly APIs. Meanwhile, I’ll show some positive examples from libraries we know and love (flask, SQLAlchemy, Requests, etc). Once you recognize these effects in play, you’ll be able to apply them to your own code and make life better for everyone!",Mali Akmanalp Saturday 3:15 p.m.3:45 p.m. in Oregon Ballroom 203204
"<div class=""presentation-description"">Using Jupyter notebooks and scikit-learn, youâll predict whether a movie is likely to [win an Oscar](http://oscarpredictor.github.io/) or be a box office hit. Together, weâll step through the creation of an effective dataset: asking a question your data can answer, writing a web scraper, and answering those questions using nothing but Python libraries and data from the Internet. </div>","<p>
<b>
        Deborah Hanus
        
      </b>
<br/>
<b>
        Saturday
        3:15 p.m.–3:45 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/395/"" id=""presentation-395"">
        Lights, camera, action! Scraping a great dataset to predict Oscar winners
      </a>",2017,"Using Jupyter notebooks and scikit-learn, you’ll predict whether a movie is likely to [win an Oscar] or be a box office hit. Together, we’ll step through the creation of an effective dataset: asking a question your data can answer, writing a web scraper, and answering those questions using nothing but Python libraries and data from the Internet.",Deborah Hanus Saturday 3:15 p.m.3:45 p.m. in Portland Ballroom 252253
